5000 30000
492 1924 6
2454 1264 3
3154 2353 7
3473 1437 3
4188 4117 2
4821 1641 5
3335 571 1
2667 1038 8
367 4057 1
202 4699 7
4375 513 4
4057 2547 8
3631 729 1
1417 1551 4
1911 2403 3
4434 4197 2
49 2961 1
4361 4180 10
3554 312 6
423 4422 9
1769 203 10
4054 4999 6
1099 487 1
2397 1807 6
4749 2704 5
1529 1915 7
4098 1727 6
11 1610 3
2536 1581 10
1002 2010 7
581 1020 4
2260 1523 1
496 4300 9
4779 3813 3
1250 3538 4
1374 4091 10
1362 1333 6
3392 3233 9
3986 3502 7
2827 3566 9
1949 3068 1
1973 1267 3
2335 1609 5
4343 3526 5
124 3195 2
4391 1846 2
4177 1184 7
467 1791 4
4385 3179 3
4639 3195 7
4326 1490 6
2809 1381 5
2166 1886 7
3324 3496 8
1569 4216 5
304 1091 9
1397 4911 2
729 564 6
3438 1579 6
1378 1765 10
1060 2206 2
3038 1402 6
4835 2746 8
3875 4512 4
81 1230 6
3825 2700 2
880 83 1
812 3817 6
3285 1480 10
3911 643 3
178 4955 1
656 996 5
222 2693 7
4095 1612 10
2796 1816 10
1181 503 10
4557 784 4
2720 4757 9
776 1118 2
3463 2918 10
2138 3921 6
1852 4880 3
989 672 4
3889 351 9
788 1104 6
2068 1527 1
4866 905 9
4780 409 3
3526 4465 6
532 2105 5
4890 2386 7
1852 3289 2
2518 2228 9
4137 629 3
2216 1790 10
353 3702 4
1032 3464 9
2922 365 9
3782 1804 9
4187 31 4
4692 2096 10
1620 1981 2
3176 4548 4
2633 2337 7
4219 2014 3
1250 1084 2
350 1693 4
1810 2797 7
3744 4414 4
1356 2746 7
2267 2622 1
869 2929 5
4700 2173 10
3214 4843 5
4408 4274 7
3085 1206 10
1018 3435 1
4524 2179 1
3188 3576 4
4976 4338 1
1694 294 9
1428 1979 1
1864 996 4
4850 2879 8
2064 3688 9
4635 4051 5
606 1127 9
3821 1397 1
1581 1451 10
404 1120 9
4410 3950 5
715 828 4
4311 1259 8
1454 848 8
3349 2017 1
3974 2196 3
2724 4804 5
4732 2444 4
3382 537 5
1359 16 9
3941 2782 4
2178 4302 4
3849 3998 9
29 1081 10
4913 1845 7
950 3868 2
3165 2449 9
480 263 10
769 2229 8
3557 2868 4
3377 911 1
477 3054 9
2373 485 1
1679 3032 10
487 223 4
1676 1447 9
447 1938 7
724 1516 3
2524 1622 8
143 2732 5
1943 2567 3
152 4453 5
3246 1039 5
3037 1288 2
311 898 4
4740 2941 5
3471 4448 10
4704 782 7
432 1234 5
846 861 3
1298 4682 6
75 2146 1
397 128 2
3995 3402 6
900 3137 3
863 1157 7
4830 1011 1
3900 2379 8
4637 1852 7
199 3597 9
4089 1919 9
4494 1498 5
1911 1174 3
138 1260 7
1788 3359 4
3934 2754 7
2910 1085 7
1520 4120 10
1254 642 5
3292 4432 4
3434 954 5
4992 1211 7
3782 3347 2
429 3957 6
2329 1866 3
3376 2404 1
2084 2949 5
807 3906 5
1496 4051 6
2510 3367 3
2328 3935 7
4744 1141 7
4531 3130 10
2790 1688 3
2264 4539 10
4776 580 5
2899 3044 8
1492 310 2
726 2437 2
911 2673 5
4992 2339 6
332 3190 6
89 249 1
4593 4765 3
2680 2747 1
1551 4797 6
4842 3092 8
312 3271 9
615 1637 10
3160 3010 3
899 1775 9
3458 4695 5
2368 227 1
4471 4868 7
212 2257 1
1205 3398 6
4187 1188 2
1309 456 9
3461 428 7
2607 3185 2
2247 3153 8
4352 822 10
1003 234 9
1586 502 9
4538 2457 4
4993 4829 3
989 1881 4
2718 2398 3
2270 2385 5
3771 1291 9
3087 819 7
4145 4988 2
3655 3575 1
246 778 9
3481 506 6
3036 2621 10
4211 4672 7
3812 4568 2
3424 1860 9
1783 1353 6
2265 904 7
491 1142 4
1398 2323 1
431 2993 4
1838 2362 7
1188 100 2
1862 2991 7
4062 1721 3
2372 1967 1
4834 4867 10
2803 1895 7
20 4008 2
2955 4203 9
1463 1851 10
4874 3852 7
379 799 8
1029 2437 5
1754 2503 9
1389 792 10
4648 902 2
541 1639 7
3829 4149 3
1617 15 8
1840 3669 10
1072 655 9
501 1778 10
4042 3756 3
936 1042 7
4672 37 2
4754 2078 1
870 463 8
394 1711 1
1388 2181 9
298 1292 3
2600 3652 1
4188 1038 3
692 933 2
2024 3910 4
1975 102 9
1129 1439 4
1996 1970 4
1001 2046 7
1302 4221 10
389 633 7
494 4768 8
1042 224 3
4964 437 6
2909 3527 6
2510 3816 3
3803 1558 1
1111 1529 6
2621 2470 10
1648 1943 3
992 2300 4
4701 4112 10
2245 3237 5
1485 2947 5
706 3590 2
4916 2677 7
1333 2028 7
2406 3120 7
3176 3895 4
2499 4932 7
432 3160 3
1464 4732 4
1715 451 4
4417 1603 9
3326 1566 1
2954 4638 7
4289 1127 9
1844 1142 9
78 1310 6
3659 4934 2
3050 2616 4
1285 4823 8
220 571 9
1911 2000 1
1257 3074 2
2586 3101 6
2038 360 4
3507 4378 5
1452 827 3
2332 4356 6
4548 3429 3
2471 1784 9
1630 4223 10
2707 3053 10
224 618 8
1852 3556 6
1124 61 5
4310 2190 10
4195 1907 8
399 2251 1
2150 2186 5
1776 4924 7
2266 1926 6
3069 3789 6
4000 1524 7
128 3631 9
1144 569 7
56 1757 1
106 3882 4
1448 4519 8
4661 1432 7
3985 3330 1
499 1418 5
1840 4429 6
2943 2357 10
3358 3708 9
4548 2604 10
4964 4116 5
639 2073 3
1806 2873 8
132 3358 7
3899 3385 6
4110 2203 2
3994 4770 10
3079 1231 10
218 2015 6
649 4078 10
1231 2089 4
4907 1488 8
3265 3831 6
1418 1424 1
3506 1949 1
3485 4719 7
220 2559 7
112 3872 9
3963 4393 10
1529 2167 2
310 4970 6
2865 64 10
3070 3457 3
2560 2669 9
4441 1640 6
3638 1540 4
3390 1134 1
1830 4740 9
3192 2079 7
1687 3321 9
3931 2819 4
2092 4380 5
1305 449 1
3200 2386 5
1749 1791 1
931 3646 8
4189 4967 9
843 2703 2
1842 1861 3
3641 3003 3
1035 3102 4
1703 360 7
1397 4122 8
2024 686 5
653 1376 5
4593 3953 8
1759 783 10
2724 4327 2
4728 1885 8
3193 2806 2
4003 4247 10
1028 2018 4
1674 1394 8
3408 1393 4
4940 1026 2
709 1352 5
4231 307 1
2384 4313 7
3314 3290 6
1803 3085 2
1165 2357 2
971 1278 5
1830 1845 1
1568 1266 9
2266 2694 6
4216 4659 2
402 2892 8
1217 404 9
2178 2071 3
4515 2099 2
1813 4674 7
1430 4284 7
4869 2578 10
4883 311 10
2917 4504 6
330 848 10
1480 2448 1
4473 55 2
4830 207 3
4147 1674 10
2484 3878 5
1279 1640 4
1299 864 5
2116 1096 8
997 2529 3
1854 853 5
1555 336 3
2880 557 4
2907 246 1
3516 4305 5
3453 4015 9
1368 1174 5
1646 390 10
2781 3372 1
3199 1186 4
1625 4495 1
486 4441 10
2033 4124 7
4156 1134 3
87 1559 7
2441 441 3
1285 1886 10
2116 1640 3
4990 2649 8
1721 3634 8
4997 2189 4
2385 1282 1
3337 2685 4
2517 2985 1
3738 2387 10
4799 2336 3
3539 3023 6
3815 1441 6
752 694 2
2220 2722 7
4526 2471 4
2350 3005 5
4211 1301 1
673 3452 8
3370 2041 10
2309 882 1
3498 707 5
4528 3492 8
3295 174 8
588 155 1
3795 4467 5
1054 1363 8
2413 363 1
54 3443 3
2233 3421 3
4891 751 6
684 4256 10
2387 1365 2
2011 3512 4
64 4079 10
4367 1275 8
1966 4160 3
2397 3889 3
184 2312 5
838 3358 5
1666 1697 3
2532 4092 2
619 3327 5
3187 2471 8
1033 1640 8
2469 2696 10
4159 4271 9
347 4592 6
1478 1303 2
1183 1616 4
4696 3717 10
745 3167 6
188 799 9
4338 2887 7
1049 1177 10
1007 470 9
2310 636 4
1551 987 3
284 3015 2
591 2997 3
3737 3843 10
2017 366 1
511 2478 3
3504 1550 9
4487 2747 5
2243 521 5
911 1200 5
1115 1170 7
1269 3970 4
2979 715 9
2186 347 4
1584 4243 2
4664 3377 8
2391 1569 5
1416 534 3
3579 4714 4
3435 4001 2
1670 2246 3
1066 1999 7
1788 3962 5
3116 3142 6
401 1165 4
1198 131 10
2311 3588 6
4049 3276 6
3588 2085 10
3554 4727 9
1977 1661 3
1197 4129 7
4351 4844 2
4255 1366 7
3780 4893 3
1824 2251 3
3593 4647 8
480 2484 1
236 4554 8
1814 4195 9
3926 1410 2
1787 2330 9
521 3405 3
3974 2041 9
1487 2611 1
287 1249 6
1143 2627 9
2310 2824 2
4546 2780 8
3191 356 10
12 1743 5
3997 2213 10
835 4121 3
4615 592 3
3409 4694 3
906 860 9
3659 1414 9
4629 2351 1
3572 795 8
75 1291 3
4879 1949 5
3065 1069 10
404 2564 6
1 1242 4
4124 4511 9
2136 2297 10
1110 845 10
3282 4969 1
784 593 4
4214 4511 6
3847 1988 3
271 4700 8
4236 1769 4
2227 845 6
2146 189 4
3104 4813 3
4904 4697 2
2943 3012 8
203 1087 6
1005 1456 10
4390 3940 3
4889 2617 9
445 4454 3
2678 1892 7
1291 503 3
3036 4012 9
424 1187 10
781 103 6
2443 1010 1
1843 1312 8
4838 1178 1
3667 4210 4
2388 3535 1
4400 867 10
1232 3442 6
3769 3662 3
2493 1714 3
1576 4039 9
444 4011 9
760 4694 7
4656 2706 3
993 4970 9
3497 2859 5
4131 3799 5
1204 4911 10
1406 1850 5
981 489 10
1436 117 10
1831 3429 9
1866 3436 10
2341 3110 8
2748 3463 8
4779 2288 1
1788 1726 5
2646 504 10
3119 3349 1
4912 2681 10
2819 2187 7
2635 1522 7
2047 992 6
2402 696 4
4874 1910 10
4623 121 9
4977 3330 10
3067 4771 10
3934 1290 2
1134 3776 4
917 855 8
3012 4206 8
1557 2176 5
3918 2615 10
2194 1050 9
119 131 2
2281 74 10
2930 2087 4
4961 3804 4
864 173 10
910 1192 2
4058 4946 9
961 3251 8
3644 3743 3
2024 1824 7
3484 4169 9
4604 3583 10
2729 3858 6
4882 2210 9
2583 917 1
3712 1057 10
1880 4888 7
2011 3779 2
4961 2994 2
1840 799 1
4416 1706 1
2089 3090 10
175 4681 6
2300 179 6
2716 3761 10
762 473 3
3060 2262 10
4926 595 1
3927 764 6
4009 717 4
1869 482 5
895 1125 7
4862 3885 6
4406 1473 3
475 4345 10
2163 339 2
638 1217 8
1962 1447 3
2145 3727 5
4584 901 5
2263 1912 4
2178 144 10
1913 3415 7
1468 4862 3
2184 2401 7
4265 1485 6
497 2316 9
1528 4185 6
2388 994 6
3611 2262 4
211 4348 3
1823 1804 8
221 1295 5
2568 1682 2
3012 3674 3
1452 4908 5
2143 1018 6
542 824 8
3388 4043 2
4876 3435 10
4879 1186 3
2730 2717 4
3904 4267 2
2696 3935 5
4885 2926 5
881 86 9
651 217 5
3502 108 5
2647 4428 3
962 4239 7
4211 2601 9
2728 2220 7
2919 4382 8
2110 708 1
1562 1985 5
3837 1429 3
1248 3765 9
2443 1552 1
2595 4158 2
623 1059 7
3244 3977 7
2717 1003 8
1312 1312 3
333 1830 7
4552 511 1
4495 2409 3
624 4819 1
4162 135 2
3771 3388 7
2185 2951 10
846 3480 7
2678 1542 1
204 1298 7
1698 4120 4
599 1227 4
2108 2119 3
2268 320 10
2312 1105 1
2027 2807 4
1812 358 2
939 2215 6
646 1849 3
1799 2935 2
4498 520 3
1926 4474 10
4861 725 6
3186 230 5
2807 2419 3
1024 1518 8
1559 2298 4
1590 3730 6
966 2471 6
4031 4755 4
4912 3179 2
776 1061 8
234 2015 6
770 890 9
1230 2340 8
2003 365 2
1910 2634 1
34 1200 5
627 1735 5
1513 1916 6
3077 2094 9
1702 178 8
3992 3759 3
1802 914 9
628 1318 4
4098 2074 4
2028 2923 7
1594 3361 8
3293 3346 5
954 777 5
2230 3372 1
1350 3394 4
446 1576 5
602 1221 7
2264 4978 10
3726 2719 5
1769 3050 7
3473 252 1
1700 3731 8
3928 617 9
2813 2839 3
4879 1658 9
4036 701 3
1235 4988 1
2757 2341 9
1931 1065 7
3005 901 2
2643 927 4
4855 1110 7
1674 3887 1
4060 792 10
1589 1608 5
1417 2809 2
2564 1236 8
635 2817 7
3330 1247 5
1199 3564 4
1312 531 3
2150 2667 1
392 650 7
904 713 9
1131 105 9
498 1329 4
4110 1546 9
3107 2022 10
1884 2221 7
2173 3683 4
1408 4932 2
252 4616 4
251 3888 3
2060 980 8
2563 3307 3
2331 1810 1
1994 2117 4
3257 1449 3
978 932 8
1430 2265 4
3555 1850 6
2996 2635 10
4010 2722 9
142 1731 6
2748 519 10
4 3008 3
162 2331 2
337 3024 10
144 599 1
4525 2598 6
4735 211 3
982 2817 7
391 3749 3
1356 1737 2
653 2120 5
2046 4104 10
1303 681 4
946 591 6
2297 1718 10
1465 1488 1
948 3020 7
702 1329 4
647 4868 4
2311 1190 8
2710 4064 4
1470 1523 5
1951 2583 4
4369 3191 1
4897 1508 10
3463 4807 10
2876 950 9
919 3395 6
2554 622 5
3483 511 7
4071 4261 5
4131 2057 2
2856 2578 2
3699 3937 6
905 4774 8
1381 2083 9
4792 418 1
3197 4527 7
2607 1925 8
817 501 3
3357 1655 1
1048 270 6
1426 2204 10
3111 714 1
2694 4008 9
942 614 2
4631 2143 9
1489 3767 8
1818 3800 6
4986 1139 2
2675 1976 10
3139 4620 1
1897 3445 10
1706 195 2
1978 4830 8
1830 2719 3
348 4311 6
2102 3896 9
2690 4081 1
949 1810 7
2768 1317 6
4154 3775 6
4531 4657 10
4093 1575 3
2677 1718 2
4177 1706 1
913 1609 9
2854 4874 1
485 4407 7
2131 146 3
1204 2806 8
4063 1663 8
2778 3817 3
1417 2137 8
4646 1245 1
4394 1582 6
4528 3150 9
2494 1510 10
798 2812 6
2827 1811 5
1829 2155 2
3720 2305 3
1613 1615 4
2991 3370 9
2486 3487 9
3648 249 4
2342 1495 3
227 3058 7
2259 181 9
4879 1107 2
762 3046 10
1315 4672 10
2732 592 6
2105 101 2
828 1390 4
2588 2238 9
3437 3701 3
4262 2643 10
1330 1955 1
1964 133 8
3127 3997 10
3143 586 10
2357 4334 1
4993 3817 8
2304 2211 7
1447 2178 3
2369 2107 1
3487 2755 4
2421 3891 4
19 3512 9
2528 390 8
2110 1036 2
558 2548 2
1090 3828 9
1700 4434 2
4956 3679 6
2147 4439 9
3352 4527 8
3707 2394 3
359 1567 5
1245 1184 7
752 4265 8
3094 2548 1
2406 219 6
679 3893 10
1841 4513 4
2677 4235 6
2553 2391 6
1366 4462 7
2267 4581 8
1724 1916 2
446 1603 6
1085 2716 1
3761 2628 9
1098 1356 4
4862 4169 7
1125 1221 1
609 42 8
4004 3568 7
3583 1362 3
3917 4111 1
339 3667 8
1981 3836 1
2419 481 9
1965 2387 4
2303 2371 7
4528 1992 1
2721 4564 1
4409 2035 10
1514 452 1
3239 4641 10
3939 4768 3
75 1256 6
3010 3768 1
270 972 8
2985 2236 9
3465 462 4
4736 4385 10
3523 3569 9
4444 72 2
2081 2345 1
294 1319 2
3480 4045 7
1173 4110 10
1889 1812 10
2850 3178 9
3428 4320 9
1375 1320 3
3979 2103 10
2169 807 10
1846 4154 2
706 75 7
1255 3874 1
2151 2447 1
587 4407 5
1050 4956 5
2250 415 1
3591 3870 4
4577 2298 5
40 1658 2
3032 3037 8
3470 1104 4
1308 1482 1
4663 1107 8
990 1739 5
4894 4914 2
3528 1454 7
4106 2283 7
3178 25 5
1808 2752 7
2248 2599 10
164 785 1
1206 2566 6
1472 3697 9
3638 2342 10
1544 3556 3
4993 789 7
2216 1491 7
2386 971 6
1451 3565 2
4448 1289 6
3182 3292 1
2775 3841 5
3711 414 10
836 3108 1
2096 4909 9
4052 2263 3
4514 2355 5
4229 3322 8
4978 3533 7
3680 3112 5
4030 599 6
935 764 5
4733 4684 9
321 3461 7
442 1497 1
2308 3618 1
3970 575 1
3694 809 9
2425 767 6
1065 1104 10
4783 2227 2
3075 2366 1
834 892 2
2676 2749 8
2186 756 1
1588 2791 1
632 3085 9
1782 1247 9
3308 4175 4
4213 2421 7
3995 3898 5
3356 4851 4
3960 1118 10
4328 1286 5
4823 3370 6
3756 1693 1
916 1764 8
743 2091 1
3003 807 1
726 203 9
2512 2537 9
3788 1409 3
1877 339 5
736 4023 7
4917 4511 7
3655 1723 10
2869 474 6
1197 3053 5
1064 1821 2
1712 70 6
4663 3106 10
3072 3778 5
1727 3315 2
124 2277 10
1253 4751 3
3205 158 1
3146 271 9
4612 54 1
3733 2459 9
568 2507 3
2214 2959 10
2187 2613 5
3822 1701 4
377 734 5
3071 3343 3
1392 4896 9
793 4321 10
271 3301 9
1765 2772 3
4373 2484 6
1462 2600 4
2876 1490 9
497 3025 10
4742 2310 3
1365 3144 10
1441 2648 10
3815 3490 3
1189 3012 8
3287 2806 4
4835 844 1
3022 3462 5
1412 4484 4
1444 794 2
1533 3078 9
3110 1105 8
2324 1269 6
3206 347 1
3887 2233 10
18 4826 4
1805 3550 1
582 4213 3
2126 2143 4
4663 2994 5
2790 2788 7
501 3823 4
3494 4824 6
643 3294 9
3439 2296 8
4510 3649 10
869 3164 8
2970 1118 6
781 3793 6
4051 2485 2
2896 1096 3
1493 4182 7
3197 3454 2
2573 4588 9
2291 3030 6
1396 2411 4
3771 1367 6
1721 4653 5
3708 4664 5
2718 2346 8
3980 3516 3
2383 1408 10
1249 598 5
2350 3573 1
1802 2182 4
461 3128 9
291 518 4
2793 4670 3
3456 1373 9
3211 1426 1
858 4828 4
1557 712 8
1774 3090 6
48 4040 6
698 2115 7
2293 268 10
1134 4254 4
1158 51 5
4125 2003 7
1963 105 2
3919 2507 5
3073 1072 7
3010 4267 9
2388 3390 10
1465 1698 6
4486 793 2
3918 4281 3
3962 2188 5
2058 1964 10
178 4638 7
1617 2359 1
1279 2983 6
2951 846 10
1001 2532 8
1180 1721 7
1430 1581 4
4958 151 7
465 3238 3
1833 2269 4
1950 4322 9
3899 835 7
949 3259 2
3626 187 5
2906 3738 3
3089 958 9
2694 288 4
1062 3309 8
2427 2831 9
1420 1825 1
4824 3303 1
4384 3792 6
1351 2621 6
2635 2945 10
1121 4735 3
2058 3660 10
2790 2308 10
4746 2577 1
2848 3421 10
1650 4841 6
763 3853 9
1600 4509 8
4347 546 4
674 3651 1
1392 4695 1
2518 3833 4
3649 2830 1
2750 2319 10
3046 579 3
1929 376 8
2114 4445 9
705 1078 8
3995 2574 9
361 1234 2
4260 4416 4
4223 4402 3
1661 1511 7
497 3896 5
120 2431 8
2506 2680 1
1478 2753 1
2433 4746 8
3588 3188 5
2382 1837 8
1152 1675 9
50 1724 3
4466 3475 4
1656 4875 5
3868 3557 5
2289 3076 8
2306 216 9
4974 870 8
2918 3556 3
2759 2607 2
4668 4321 1
767 3434 5
1235 2769 8
1456 4589 9
1208 4277 3
1006 2056 2
2302 1670 1
1586 1963 2
4057 2980 2
2946 3482 4
1991 3651 6
719 2775 6
4207 2913 2
3369 1915 10
413 1359 7
422 545 4
3221 2796 7
2421 2442 2
902 1610 9
1893 1968 7
4436 1108 1
3015 2696 10
3253 929 6
3555 4363 4
829 4220 8
3427 4849 6
2276 1267 2
4533 2698 5
2036 2236 2
3076 88 10
4490 2035 3
4631 2165 7
2492 371 10
632 1246 3
2775 3998 1
1429 3907 5
1230 1627 5
1229 4388 6
638 7 9
3769 3005 10
3622 4773 2
2373 119 8
2258 1584 8
1903 421 1
3615 2309 4
3712 956 8
3628 731 8
1862 4609 4
2110 104 9
4817 4453 5
3180 3640 2
4873 1124 8
2181 701 1
1411 651 8
4718 866 10
1511 3143 2
2146 1362 8
3380 3460 6
4000 3837 4
1503 1860 4
119 2775 9
4834 1239 6
881 681 8
2279 4149 10
1691 2264 4
1244 4030 5
1772 3909 3
3685 1795 5
258 2942 2
91 491 5
2438 1933 2
359 1041 1
2352 2142 6
3346 1806 6
1604 837 8
2032 3345 2
1980 1710 5
2060 3015 5
945 2194 9
1483 4855 9
3346 2771 5
4244 743 10
4046 2893 8
1564 4598 2
1170 4456 7
1322 4308 3
1715 2619 4
3244 1480 8
2336 684 2
2531 229 5
2742 2331 5
573 2426 6
1395 1747 3
521 4091 4
2666 471 8
2271 663 1
2051 3263 7
732 2833 3
3938 3998 10
2897 244 7
1508 135 8
3960 3101 3
3958 3376 5
4203 364 2
1008 2104 10
1305 4536 4
3397 682 1
3274 4406 9
3325 4066 9
2684 3370 3
3876 668 5
2988 652 6
474 3373 7
3031 4682 5
3030 1617 8
583 1221 5
2416 405 6
3963 1069 4
1124 4678 2
124 621 4
1768 3203 8
208 3781 10
1000 3158 10
4241 1547 4
4071 2374 6
104 1132 9
597 804 7
447 3876 6
2569 793 6
3928 4417 10
4849 33 6
552 4927 3
493 2358 8
3900 3747 9
2166 384 7
1885 3641 1
2333 1370 1
2234 636 4
2029 288 8
1222 3442 10
42 4570 8
4017 559 10
1877 1193 9
1050 2503 7
1254 4718 8
2354 349 6
2915 1330 4
4592 4041 10
3698 4892 2
2479 3285 7
1162 650 7
2255 4647 6
2257 791 6
1819 1219 8
2292 2621 1
659 1752 6
2492 2889 4
1017 1947 2
1762 128 4
312 1020 9
4232 1974 5
2280 4645 5
2801 1519 10
1027 731 10
2789 2610 10
2367 4443 1
4830 1358 5
1493 1366 8
4984 814 1
2661 2609 10
2916 1934 10
3283 1741 4
2356 30 4
1419 4141 5
740 1698 1
4612 4905 1
1589 3237 8
3397 3696 4
812 4522 10
4146 4788 3
3926 2036 10
4174 2636 3
755 1495 10
171 2701 4
4836 3320 8
11 3214 7
1164 1832 1
2561 320 4
4994 2603 7
1546 4374 7
1729 2547 10
713 462 7
4469 854 8
12 1789 1
4882 1695 8
3816 4529 8
2339 4437 1
4280 998 2
430 2585 10
4852 4099 5
4601 466 6
2425 3137 2
4731 29 4
289 4808 5
2787 2261 1
4946 2468 1
4201 4694 6
3586 4025 5
440 2828 1
1192 2547 8
1019 2417 9
2682 4939 8
4308 2039 9
3816 1826 4
2400 1062 8
4218 4528 6
2520 2054 4
1817 3384 7
951 2871 6
2805 980 6
1047 4142 5
2981 3974 5
2402 2286 7
3162 2867 3
4931 641 7
2428 1529 8
3669 306 5
3537 4641 7
3688 1925 7
3720 2477 3
4855 2705 6
289 770 9
3807 3359 6
2447 1771 8
2168 4323 9
2121 2363 4
4990 1929 5
3813 4380 9
2868 3350 7
1620 561 8
2142 3777 3
1314 2670 5
2159 3277 10
3226 2425 2
2189 3411 1
4796 4047 9
2074 3318 2
708 471 5
4238 185 6
1510 2752 5
2709 1555 5
4366 4444 8
3494 672 9
232 1172 5
325 3152 5
3444 1730 3
3712 2006 6
375 4185 2
3832 830 3
4390 834 2
3675 2475 6
1695 1734 2
3095 1015 4
4333 3136 10
3907 3381 7
3655 2703 8
3716 4466 9
4850 2805 3
2686 2472 10
1934 277 7
293 417 3
1635 3574 8
1320 1605 7
4348 1705 5
1648 3568 1
4457 1619 1
4441 2441 10
740 1283 5
4855 1815 1
2455 939 6
1437 600 10
4975 1446 3
4589 204 5
341 103 3
4701 3138 7
1211 806 3
522 4610 3
1077 1148 3
893 4247 4
2478 2485 6
2228 485 5
1229 2092 10
2509 4567 10
1677 4883 4
320 3626 8
1086 792 8
420 1884 6
825 2532 10
3888 2682 7
1364 2055 8
194 643 3
2379 1583 9
4132 3767 9
2518 2194 9
741 3223 9
262 2468 10
2390 3489 10
1871 3884 7
4071 1496 10
2198 4310 10
464 762 2
3245 4708 9
4246 3116 6
343 4770 5
2465 4872 9
3945 1565 6
405 1868 8
4688 350 10
1050 3475 3
2088 3584 3
3001 2426 3
3977 1029 1
578 223 5
1264 4385 2
2694 3920 5
761 4595 8
1336 4538 10
4550 623 6
851 4380 5
1509 268 5
2682 1625 3
2439 4712 4
1899 3738 10
2917 210 6
1681 4160 6
1893 3917 9
694 2473 4
1264 1880 5
545 2513 10
2156 1490 5
4152 3490 3
1115 2160 5
3798 1718 7
1133 617 2
2009 1709 9
2357 436 7
3232 3121 8
3514 2191 5
1405 1662 8
1894 2227 7
3979 3915 6
1234 1031 4
244 4696 1
2352 2362 2
2784 2498 3
1823 126 7
2869 640 3
1277 1261 8
1129 2872 1
765 656 3
3615 3844 9
1570 4558 2
1660 3225 10
1204 1289 7
2785 2364 9
3244 4630 1
413 2477 7
1657 3534 6
4611 2889 3
642 4267 5
4369 1079 3
3281 1997 1
2820 4645 8
4131 2121 8
2160 1363 5
2376 4803 1
2749 51 7
3000 796 4
3115 3478 5
1969 1253 8
1870 3400 4
988 2652 10
2182 754 1
4245 1081 4
3120 1672 5
3930 3130 1
2616 1272 7
2584 3182 6
3971 4837 8
4175 1835 5
1017 2867 8
41 4513 1
4649 4645 1
185 3691 9
636 3146 10
906 353 9
667 443 6
2752 3804 5
2974 1413 1
1905 4206 4
3443 2704 6
2227 4670 10
4302 3899 4
1638 3342 3
2113 3962 6
2581 274 2
4189 3730 2
3037 73 9
2010 1510 2
873 74 1
520 3743 5
2884 2238 6
3263 1809 2
2059 1635 2
4244 633 9
3888 2461 1
2498 4204 3
2817 158 5
1025 1473 5
3885 3862 6
303 2168 1
3408 1524 2
266 3883 7
3124 2578 10
800 3615 5
2075 1129 1
3220 3554 6
450 3617 5
1193 205 3
4456 3250 2
582 4856 6
2542 4156 7
1822 3774 1
3701 3930 9
2880 1653 9
969 3749 6
3066 4289 9
1963 1489 6
2007 2970 10
1844 3764 1
4018 845 2
4584 2670 2
3720 2685 8
2190 619 9
417 3858 4
4891 4671 10
619 3615 1
1132 3428 4
4005 1226 2
4195 4911 5
1058 2299 10
645 1 6
1234 2137 10
1552 4328 1
547 4865 5
30 1908 7
3669 3978 9
269 2209 5
1275 4819 9
2787 4777 6
612 4427 6
1605 3977 4
163 3511 5
1134 4441 9
3597 955 10
4982 1365 5
359 3758 6
140 2353 4
613 1250 8
2467 1127 9
4069 3891 8
2333 1043 3
4442 2513 7
1589 392 5
3707 2807 7
3700 3315 3
3227 363 5
659 1048 10
1405 3812 2
3448 2837 1
247 1908 9
3793 3491 9
1253 1152 8
2905 341 1
3963 4256 7
879 271 6
404 412 2
4509 1319 10
3536 1422 6
1114 4675 5
2688 2116 1
1525 3976 5
3004 3661 7
4376 1322 7
3287 3201 6
2291 2253 6
4600 2727 7
2071 2633 10
1324 1133 2
902 2507 4
2523 3781 9
1214 1109 3
4007 350 1
1241 447 5
3173 3434 9
4352 1921 6
265 3654 7
3048 1463 9
2726 4916 7
237 1078 6
4640 1529 7
2580 145 7
4744 2344 6
650 4412 10
1169 4703 10
3592 74 9
1291 4116 8
588 4865 2
789 2476 9
4587 3530 1
2664 794 1
3729 3143 10
1373 1054 3
928 575 6
280 75 1
2103 571 9
1161 2638 9
1588 4311 9
1574 2265 10
4815 4100 5
3077 1202 10
4056 2314 8
3859 4129 2
4484 1073 10
93 2394 1
4575 575 1
2081 1384 2
4184 1111 2
3667 200 9
4289 2647 1
3938 2189 1
1959 3865 7
2470 1117 8
704 4871 9
3001 558 4
1584 824 4
4158 3361 4
2450 1914 8
3849 623 1
4576 2950 2
2294 897 10
3720 3558 4
4230 1639 8
1081 2942 2
2265 1512 5
1541 917 7
4417 3077 4
3282 3574 10
1864 2887 3
1642 2936 3
3784 2442 1
2536 3472 9
4483 2358 2
1593 255 10
822 88 3
484 2757 9
3007 1887 6
4312 628 4
4486 2139 5
2406 923 7
1279 4463 2
1063 1434 7
3558 165 8
2786 4001 8
1678 3120 6
4805 2672 4
2506 1504 3
2258 1057 7
4060 4037 9
415 4482 4
2870 991 4
3131 4318 9
687 2332 6
2402 4250 4
1697 2661 10
3915 734 4
4092 2106 10
99 2259 8
759 922 9
1643 3738 10
1422 131 1
500 1047 7
1406 290 3
3936 1396 2
2663 2264 10
89 634 5
4139 2760 10
2656 2848 7
837 3581 1
1162 4870 6
157 634 4
